time,diss_power (W)
0,12.474017087999991
1,12.474017087999991
2,12.474017087999991
3,12.474017087999991
4,12.474017087999991
5,12.474017087999991
6,12.474017087999991
7,12.474017087999991
8,12.474017087999991
9,12.474017087999991
10,12.474017087999991
11,12.474017087999991
12,12.474017087999991
13,12.474017087999991
14,12.474017087999991
15,12.474017087999991
16,12.474017087999991
17,12.474017087999991
18,12.474017087999991
19,12.474017087999991
20,12.474017087999991
21,12.474017087999991
22,12.474017087999991
23,12.474017087999991
24,12.474017087999991
25,12.474017087999991
26,12.474017087999991
27,12.474017087999991
28,12.474017087999991
29,12.474017087999991
30,12.474017087999991
31,12.474017087999991
32,12.474017087999991
33,12.474017087999991
34,12.474017087999991
35,12.474017087999991
36,12.474017087999991
37,12.474017087999991
38,12.474017087999991
39,12.474017087999991
40,12.474017087999991
41,12.474017087999991
42,12.474017087999991
43,12.474017087999991
44,12.474017087999991
45,12.474017087999991
46,12.474017087999991
47,12.474017087999991
48,12.474017087999991
49,12.474017087999991
50,12.474017087999991
51,12.474017087999991
52,12.474017087999991
53,12.474017087999991
54,12.474017087999991
55,12.474017087999991
56,12.474017087999991
57,12.474017087999991
58,12.474017087999991
59,12.474017087999991
60,12.474017087999991
61,12.474017087999991
62,12.474017087999991
63,12.474017087999991
64,12.474017087999991
65,12.474017087999991
66,12.474017087999991
67,12.474017087999991
68,12.474017087999991
69,12.474017087999991
70,12.474017087999991
71,12.474017087999991
72,12.474017087999991
73,12.474017087999991
74,12.474017087999991
75,12.474017087999991
76,12.474017087999991
77,12.474017087999991
78,12.474017087999991
79,12.474017087999991
80,12.474017087999991
81,12.474017087999991
82,12.474017087999991
83,12.474017087999991
84,12.474017087999991
85,12.474017087999991
86,12.474017087999991
87,12.474017087999991
88,12.474017087999991
89,12.474017087999991
90,12.474017087999991
91,12.474017087999991
92,12.474017087999991
93,12.474017087999991
94,12.474017087999991
95,12.474017087999991
96,12.474017087999991
97,12.474017087999991
98,12.474017087999991
99,12.474017087999991
100,12.474017087999991
101,12.474017087999991
102,12.474017087999991
103,12.474017087999991
104,12.474017087999991
105,12.474017087999991
106,12.474017087999991
107,12.474017087999991
108,12.474017087999991
109,12.474017087999991
110,12.474017087999991
111,12.474017087999991
112,12.474017087999991
113,12.474017087999991
114,12.474017087999991
115,12.474017087999991
116,12.474017087999991
117,12.474017087999991
118,12.474017087999991
119,12.474017087999991
120,12.474017087999991
121,12.474017087999991
122,12.474017087999991
123,12.474017087999991
124,12.474017087999991
125,12.474017087999991
126,12.474017087999991
127,12.474017087999991
128,12.474017087999991
129,12.474017087999991
130,12.474017087999991
131,12.474017087999991
132,12.474017087999991
133,12.474017087999991
134,12.474017087999991
135,12.474017087999991
136,12.474017087999991
137,12.474017087999991
138,12.474017087999991
139,12.474017087999991
140,12.474017087999991
141,12.474017087999991
142,12.474017087999991
143,12.474017087999991
144,12.474017087999991
145,12.474017087999991
146,12.474017087999991
147,12.474017087999991
148,12.474017087999991
149,12.474017087999991
150,12.474017087999991
151,12.474017087999991
152,12.474017087999991
153,12.474017087999991
154,12.474017087999991
155,12.474017087999991
156,12.474017087999991
157,12.474017087999991
158,12.474017087999991
159,12.474017087999991
160,12.474017087999991
161,12.474017087999991
162,12.474017087999991
163,12.474017087999991
164,12.474017087999991
165,12.474017087999991
166,12.474017087999991
167,12.474017087999991
168,12.474017087999991
169,12.474017087999991
170,12.474017087999991
171,12.474017087999991
172,12.474017087999991
173,12.474017087999991
174,12.474017087999991
175,12.474017087999991
176,12.474017087999991
177,12.474017087999991
178,12.474017087999991
179,12.474017087999991
180,12.474017087999991
181,12.474017087999991
182,12.474017087999991
183,12.474017087999991
184,12.474017087999991
185,12.474017087999991
186,12.474017087999991
187,12.474017087999991
188,12.474017087999991
189,12.474017087999991
190,12.474017087999991
191,12.474017087999991
192,12.474017087999991
193,12.474017087999991
194,12.474017087999991
195,12.474017087999991
196,12.474017087999991
197,12.474017087999991
198,12.474017087999991
199,12.474017087999991
200,12.474017087999991
201,12.474017087999991
202,12.474017087999991
203,12.474017087999991
204,12.474017087999991
205,12.474017087999991
206,12.474017087999991
207,12.474017087999991
208,12.474017087999991
209,12.474017087999991
210,12.474017087999991
211,12.474017087999991
212,12.474017087999991
213,12.474017087999991
214,12.474017087999991
215,12.474017087999991
216,12.474017087999991
217,12.474017087999991
218,12.474017087999991
219,4.098017087999988
220,4.098017087999988
221,4.098017087999988
222,4.098017087999988
223,4.098017087999988
224,4.098017087999988
225,4.098017087999988
226,4.098017087999988
227,4.098017087999988
228,4.098017087999988
229,4.098017087999988
230,4.098017087999988
231,4.098017087999988
232,4.098017087999988
233,4.098017087999988
234,4.098017087999988
235,4.098017087999988
236,4.098017087999988
237,4.098017087999988
238,4.098017087999988
239,4.098017087999988
240,4.098017087999988
241,4.098017087999988
242,4.098017087999988
243,4.098017087999988
244,4.098017087999988
245,4.098017087999988
246,4.098017087999988
247,4.098017087999988
248,4.098017087999988
249,4.098017087999988
250,4.098017087999988
251,4.098017087999988
252,4.098017087999988
253,4.098017087999988
254,4.098017087999988
255,4.098017087999988
256,4.098017087999988
257,4.098017087999988
258,4.098017087999988
259,4.098017087999988
260,4.098017087999988
261,4.098017087999988
262,4.098017087999988
263,4.098017087999988
264,4.098017087999988
265,4.098017087999988
266,4.098017087999988
267,4.098017087999988
268,4.098017087999988
269,4.098017087999988
270,4.098017087999988
271,4.098017087999988
