"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
434,29 Mar 2023 08:53:19.443,29 Mar 2023 09:04:40.893,681.450
435,29 Mar 2023 10:27:15.866,29 Mar 2023 10:38:18.163,662.297
436,29 Mar 2023 12:02:00.028,29 Mar 2023 12:12:06.832,606.804
437,29 Mar 2023 13:37:33.598,29 Mar 2023 13:46:07.911,514.313
438,29 Mar 2023 15:13:41.677,29 Mar 2023 15:20:29.082,407.404
439,29 Mar 2023 16:49:42.646,29 Mar 2023 16:55:31.398,348.752
440,29 Mar 2023 18:24:51.730,29 Mar 2023 18:31:27.712,395.982
441,29 Mar 2023 19:59:16.475,29 Mar 2023 20:07:37.733,501.258
442,29 Mar 2023 21:33:19.388,29 Mar 2023 21:43:16.744,597.356
443,29 Mar 2023 23:07:09.434,29 Mar 2023 23:18:07.070,657.636
444,30 Mar 2023 00:40:48.148,30 Mar 2023 00:52:08.857,680.709
445,30 Mar 2023 02:14:14.170,30 Mar 2023 02:25:32.356,678.187
446,30 Mar 2023 03:47:26.078,30 Mar 2023 03:58:33.950,667.872
447,30 Mar 2023 05:20:26.110,30 Mar 2023 05:31:31.478,665.368
448,30 Mar 2023 06:53:24.036,30 Mar 2023 07:04:37.909,673.873
449,30 Mar 2023 08:26:36.416,30 Mar 2023 08:37:58.248,681.833
450,30 Mar 2023 10:00:20.938,30 Mar 2023 10:11:32.020,671.082
451,30 Mar 2023 11:34:50.787,30 Mar 2023 11:45:17.492,626.705
452,30 Mar 2023 13:10:10.837,30 Mar 2023 13:19:14.657,543.819
453,30 Mar 2023 14:46:12.003,30 Mar 2023 14:53:28.621,436.618
454,30 Mar 2023 16:22:20.709,30 Mar 2023 16:28:16.363,355.655
455,30 Mar 2023 17:57:46.299,30 Mar 2023 18:03:59.127,372.828
456,30 Mar 2023 19:32:20.909,30 Mar 2023 19:40:10.903,469.994
457,30 Mar 2023 21:06:28.634,30 Mar 2023 21:16:01.648,573.015
458,30 Mar 2023 22:40:21.993,30 Mar 2023 22:51:06.458,644.466
459,31 Mar 2023 00:14:04.006,31 Mar 2023 00:25:21.417,677.411
460,31 Mar 2023 01:47:33.856,31 Mar 2023 01:58:54.387,680.531
461,31 Mar 2023 03:20:49.816,31 Mar 2023 03:32:00.366,670.550
462,31 Mar 2023 04:53:52.615,31 Mar 2023 05:04:57.410,664.795
463,31 Mar 2023 06:26:49.672,31 Mar 2023 06:38:00.444,670.771
464,31 Mar 2023 07:59:56.039,31 Mar 2023 08:11:16.701,680.662
465,31 Mar 2023 09:33:29.755,31 Mar 2023 09:44:46.830,677.075
466,31 Mar 2023 11:07:45.723,31 Mar 2023 11:18:29.081,643.358
467,31 Mar 2023 12:42:51.588,31 Mar 2023 12:52:22.695,571.106
468,31 Mar 2023 14:18:43.134,31 Mar 2023 14:26:30.807,467.673
469,31 Mar 2023 15:54:54.866,31 Mar 2023 16:01:06.244,371.378
470,31 Mar 2023 17:30:36.509,31 Mar 2023 17:36:33.053,356.543
471,31 Mar 2023 19:05:23.269,31 Mar 2023 19:12:42.151,438.882
472,31 Mar 2023 20:39:36.754,31 Mar 2023 20:48:42.679,545.925
473,31 Mar 2023 22:13:33.649,31 Mar 2023 22:24:01.701,628.051
474,31 Mar 2023 23:47:18.885,31 Mar 2023 23:58:30.509,671.624

