"Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)","Obstruction","Start Pass Number","Stop Pass Number","Current Condition","Worst Condition","Total Duration (sec)"
23 Mar 2023 10:14:58.495,23 Mar 2023 10:50:28.007,2129.512,"Earth","10457","10457","Umbra","Umbra",2146.312
23 Mar 2023 10:50:28.007,23 Mar 2023 10:50:36.410,8.403,"Earth","10457","10457","Penumbra","Umbra",2146.312
23 Mar 2023 11:49:02.845,23 Mar 2023 11:49:11.241,8.396,"Earth","10458","10458","Penumbra","Umbra",2146.313
23 Mar 2023 11:49:11.241,23 Mar 2023 12:24:40.756,2129.515,"Earth","10458","10458","Umbra","Umbra",2146.313
23 Mar 2023 12:24:40.756,23 Mar 2023 12:24:49.158,8.403,"Earth","10458","10458","Penumbra","Umbra",2146.313
23 Mar 2023 13:23:15.591,23 Mar 2023 13:23:23.990,8.399,"Earth","10459","10459","Penumbra","Umbra",2146.315
23 Mar 2023 13:23:23.990,23 Mar 2023 13:58:53.504,2129.514,"Earth","10459","10459","Umbra","Umbra",2146.315
23 Mar 2023 13:58:53.504,23 Mar 2023 13:59:01.907,8.403,"Earth","10459","10459","Penumbra","Umbra",2146.315
23 Mar 2023 14:57:28.339,23 Mar 2023 14:57:36.740,8.400,"Earth","10460","10460","Penumbra","Umbra",2146.316
23 Mar 2023 14:57:36.740,23 Mar 2023 15:33:06.253,2129.513,"Earth","10460","10460","Umbra","Umbra",2146.316
23 Mar 2023 15:33:06.253,23 Mar 2023 15:33:14.655,8.403,"Earth","10460","10460","Penumbra","Umbra",2146.316
23 Mar 2023 16:31:41.089,23 Mar 2023 16:31:49.484,8.395,"Earth","10461","10461","Penumbra","Umbra",2146.315
23 Mar 2023 16:31:49.484,23 Mar 2023 17:07:19.002,2129.517,"Earth","10461","10461","Umbra","Umbra",2146.315
23 Mar 2023 17:07:19.002,23 Mar 2023 17:07:27.404,8.402,"Earth","10461","10461","Penumbra","Umbra",2146.315
23 Mar 2023 18:05:53.835,23 Mar 2023 18:06:02.233,8.398,"Earth","10462","10462","Penumbra","Umbra",2146.318
23 Mar 2023 18:06:02.233,23 Mar 2023 18:41:31.750,2129.517,"Earth","10462","10462","Umbra","Umbra",2146.318
23 Mar 2023 18:41:31.750,23 Mar 2023 18:41:40.153,8.402,"Earth","10462","10462","Penumbra","Umbra",2146.318
23 Mar 2023 19:40:06.585,23 Mar 2023 19:40:14.980,8.396,"Earth","10463","10463","Penumbra","Umbra",2146.316
23 Mar 2023 19:40:14.980,23 Mar 2023 20:15:44.499,2129.518,"Earth","10463","10463","Umbra","Umbra",2146.316
23 Mar 2023 20:15:44.499,23 Mar 2023 20:15:52.901,8.402,"Earth","10463","10463","Penumbra","Umbra",2146.316
23 Mar 2023 21:14:19.333,23 Mar 2023 21:14:27.730,8.398,"Earth","10464","10464","Penumbra","Umbra",2146.317
23 Mar 2023 21:14:27.730,23 Mar 2023 21:49:57.247,2129.517,"Earth","10464","10464","Umbra","Umbra",2146.317
23 Mar 2023 21:49:57.247,23 Mar 2023 21:50:05.650,8.402,"Earth","10464","10464","Penumbra","Umbra",2146.317
23 Mar 2023 22:48:32.078,23 Mar 2023 22:48:40.475,8.397,"Earth","10465","10465","Penumbra","Umbra",2146.320
23 Mar 2023 22:48:40.475,23 Mar 2023 23:24:09.996,2129.521,"Earth","10465","10465","Umbra","Umbra",2146.320
23 Mar 2023 23:24:09.996,23 Mar 2023 23:24:18.398,8.402,"Earth","10465","10465","Penumbra","Umbra",2146.320
24 Mar 2023 00:22:44.828,24 Mar 2023 00:22:53.225,8.397,"Earth","10466","10466","Penumbra","Umbra",2146.318
24 Mar 2023 00:22:53.225,24 Mar 2023 00:58:22.744,2129.519,"Earth","10466","10466","Umbra","Umbra",2146.318
24 Mar 2023 00:58:22.744,24 Mar 2023 00:58:31.146,8.402,"Earth","10466","10466","Penumbra","Umbra",2146.318
24 Mar 2023 01:56:57.573,24 Mar 2023 01:57:05.973,8.400,"Earth","10467","10467","Penumbra","Umbra",2146.322
24 Mar 2023 01:57:05.973,24 Mar 2023 02:32:35.493,2129.520,"Earth","10467","10467","Umbra","Umbra",2146.322
24 Mar 2023 02:32:35.493,24 Mar 2023 02:32:43.895,8.402,"Earth","10467","10467","Penumbra","Umbra",2146.322
24 Mar 2023 03:31:10.323,24 Mar 2023 03:31:18.720,8.397,"Earth","10468","10468","Penumbra","Umbra",2146.320
24 Mar 2023 03:31:18.720,24 Mar 2023 04:06:48.241,2129.521,"Earth","10468","10468","Umbra","Umbra",2146.320
24 Mar 2023 04:06:48.241,24 Mar 2023 04:06:56.643,8.402,"Earth","10468","10468","Penumbra","Umbra",2146.320
24 Mar 2023 05:05:23.068,24 Mar 2023 05:05:31.468,8.400,"Earth","10469","10469","Penumbra","Umbra",2146.324
24 Mar 2023 05:05:31.468,24 Mar 2023 05:41:00.990,2129.522,"Earth","10469","10469","Umbra","Umbra",2146.324
24 Mar 2023 05:41:00.990,24 Mar 2023 05:41:09.391,8.402,"Earth","10469","10469","Penumbra","Umbra",2146.324
24 Mar 2023 06:39:35.819,24 Mar 2023 06:39:44.215,8.396,"Earth","10470","10470","Penumbra","Umbra",2146.321
24 Mar 2023 06:39:44.215,24 Mar 2023 07:15:13.738,2129.523,"Earth","10470","10470","Umbra","Umbra",2146.321
24 Mar 2023 07:15:13.738,24 Mar 2023 07:15:22.140,8.402,"Earth","10470","10470","Penumbra","Umbra",2146.321
24 Mar 2023 08:13:48.566,24 Mar 2023 08:13:56.962,8.396,"Earth","10471","10471","Penumbra","Umbra",2146.321
24 Mar 2023 08:13:56.962,24 Mar 2023 08:49:26.487,2129.524,"Earth","10471","10471","Umbra","Umbra",2146.321
24 Mar 2023 08:49:26.487,24 Mar 2023 08:49:34.887,8.400,"Earth","10471","10471","Penumbra","Umbra",2146.321
24 Mar 2023 09:48:01.314,24 Mar 2023 09:48:09.710,8.396,"Earth","10472","10472","Penumbra","Umbra",2146.323
24 Mar 2023 09:48:09.710,24 Mar 2023 10:23:39.236,2129.527,"Earth","10472","10472","Umbra","Umbra",2146.323
24 Mar 2023 10:23:39.236,24 Mar 2023 10:23:47.636,8.400,"Earth","10472","10472","Penumbra","Umbra",2146.323
24 Mar 2023 11:22:14.061,24 Mar 2023 11:22:22.457,8.396,"Earth","10473","10473","Penumbra","Umbra",2146.323
24 Mar 2023 11:22:22.457,24 Mar 2023 11:57:51.983,2129.526,"Earth","10473","10473","Umbra","Umbra",2146.323
24 Mar 2023 11:57:51.983,24 Mar 2023 11:58:00.384,8.401,"Earth","10473","10473","Penumbra","Umbra",2146.323
24 Mar 2023 12:56:26.806,24 Mar 2023 12:56:35.201,8.395,"Earth","10474","10474","Penumbra","Umbra",2146.327
24 Mar 2023 12:56:35.201,24 Mar 2023 13:32:04.731,2129.530,"Earth","10474","10474","Umbra","Umbra",2146.327
24 Mar 2023 13:32:04.731,24 Mar 2023 13:32:13.133,8.401,"Earth","10474","10474","Penumbra","Umbra",2146.327
24 Mar 2023 14:30:39.553,24 Mar 2023 14:30:47.951,8.398,"Earth","10475","10475","Penumbra","Umbra",2146.329
24 Mar 2023 14:30:47.951,24 Mar 2023 15:06:17.480,2129.528,"Earth","10475","10475","Umbra","Umbra",2146.329
24 Mar 2023 15:06:17.480,24 Mar 2023 15:06:25.882,8.402,"Earth","10475","10475","Penumbra","Umbra",2146.329
24 Mar 2023 16:04:52.300,24 Mar 2023 16:05:00.695,8.395,"Earth","10476","10476","Penumbra","Umbra",2146.327
24 Mar 2023 16:05:00.695,24 Mar 2023 16:40:30.229,2129.534,"Earth","10476","10476","Umbra","Umbra",2146.327
24 Mar 2023 16:40:30.229,24 Mar 2023 16:40:38.628,8.399,"Earth","10476","10476","Penumbra","Umbra",2146.327
24 Mar 2023 17:39:05.047,24 Mar 2023 17:39:13.442,8.395,"Earth","10477","10477","Penumbra","Umbra",2146.331
24 Mar 2023 17:39:13.442,24 Mar 2023 18:14:42.977,2129.535,"Earth","10477","10477","Umbra","Umbra",2146.331
24 Mar 2023 18:14:42.977,24 Mar 2023 18:14:51.378,8.401,"Earth","10477","10477","Penumbra","Umbra",2146.331
24 Mar 2023 19:13:17.798,24 Mar 2023 19:13:26.192,8.395,"Earth","10478","10478","Penumbra","Umbra",2146.329
24 Mar 2023 19:13:26.192,24 Mar 2023 19:48:55.725,2129.533,"Earth","10478","10478","Umbra","Umbra",2146.329
24 Mar 2023 19:48:55.725,24 Mar 2023 19:49:04.126,8.401,"Earth","10478","10478","Penumbra","Umbra",2146.329
24 Mar 2023 20:47:30.545,24 Mar 2023 20:47:38.939,8.394,"Earth","10479","10479","Penumbra","Umbra",2146.329
24 Mar 2023 20:47:38.939,24 Mar 2023 21:23:08.471,2129.532,"Earth","10479","10479","Umbra","Umbra",2146.329
24 Mar 2023 21:23:08.471,24 Mar 2023 21:23:16.874,8.403,"Earth","10479","10479","Penumbra","Umbra",2146.329
24 Mar 2023 22:21:43.292,24 Mar 2023 22:21:51.683,8.391,"Earth","10480","10480","Penumbra","Umbra",2146.330
24 Mar 2023 22:21:51.683,24 Mar 2023 22:57:21.222,2129.539,"Earth","10480","10480","Umbra","Umbra",2146.330
24 Mar 2023 22:57:21.222,24 Mar 2023 22:57:29.622,8.401,"Earth","10480","10480","Penumbra","Umbra",2146.330
24 Mar 2023 23:55:56.036,24 Mar 2023 23:56:04.433,8.397,"Earth","10481","10481","Penumbra","Umbra",2146.334
24 Mar 2023 23:56:04.433,25 Mar 2023 00:31:33.970,2129.537,"Earth","10481","10481","Umbra","Umbra",2146.334
25 Mar 2023 00:31:33.970,25 Mar 2023 00:31:42.370,8.401,"Earth","10481","10481","Penumbra","Umbra",2146.334
25 Mar 2023 01:30:08.786,25 Mar 2023 01:30:17.176,8.390,"Earth","10482","10482","Penumbra","Umbra",2146.330
25 Mar 2023 01:30:17.176,25 Mar 2023 02:05:46.716,2129.539,"Earth","10482","10482","Umbra","Umbra",2146.330
25 Mar 2023 02:05:46.716,25 Mar 2023 02:05:55.116,8.400,"Earth","10482","10482","Penumbra","Umbra",2146.330
25 Mar 2023 03:04:21.530,25 Mar 2023 03:04:29.923,8.393,"Earth","10483","10483","Penumbra","Umbra",2146.336
25 Mar 2023 03:04:29.923,25 Mar 2023 03:39:59.466,2129.543,"Earth","10483","10483","Umbra","Umbra",2146.336
25 Mar 2023 03:39:59.466,25 Mar 2023 03:40:07.866,8.400,"Earth","10483","10483","Penumbra","Umbra",2146.336
25 Mar 2023 04:38:34.280,25 Mar 2023 04:38:42.670,8.390,"Earth","10484","10484","Penumbra","Umbra",2146.334
25 Mar 2023 04:38:42.670,25 Mar 2023 05:14:12.212,2129.542,"Earth","10484","10484","Umbra","Umbra",2146.334
25 Mar 2023 05:14:12.212,25 Mar 2023 05:14:20.614,8.402,"Earth","10484","10484","Penumbra","Umbra",2146.334
25 Mar 2023 06:12:47.027,25 Mar 2023 06:12:55.420,8.393,"Earth","10485","10485","Penumbra","Umbra",2146.335
25 Mar 2023 06:12:55.420,25 Mar 2023 06:48:24.962,2129.542,"Earth","10485","10485","Umbra","Umbra",2146.335
25 Mar 2023 06:48:24.962,25 Mar 2023 06:48:33.362,8.400,"Earth","10485","10485","Penumbra","Umbra",2146.335
25 Mar 2023 07:46:59.770,25 Mar 2023 07:47:08.163,8.393,"Earth","10486","10486","Penumbra","Umbra",2146.337
25 Mar 2023 07:47:08.163,25 Mar 2023 08:22:37.707,2129.544,"Earth","10486","10486","Umbra","Umbra",2146.337
25 Mar 2023 08:22:37.707,25 Mar 2023 08:22:46.107,8.400,"Earth","10486","10486","Penumbra","Umbra",2146.337
25 Mar 2023 09:21:12.518,25 Mar 2023 09:21:20.913,8.395,"Earth","10487","10487","Penumbra","Umbra",2146.339
25 Mar 2023 09:21:20.913,25 Mar 2023 09:56:50.455,2129.542,"Earth","10487","10487","Umbra","Umbra",2146.339
25 Mar 2023 09:56:50.455,25 Mar 2023 09:56:58.857,8.403,"Earth","10487","10487","Penumbra","Umbra",2146.339
25 Mar 2023 10:55:25.268,25 Mar 2023 10:55:33.660,8.392,"Earth","10488","10488","Penumbra","Umbra",2146.338
25 Mar 2023 10:55:33.660,25 Mar 2023 11:31:03.203,2129.543,"Earth","10488","10488","Umbra","Umbra",2146.338
25 Mar 2023 11:31:03.203,25 Mar 2023 11:31:11.605,8.403,"Earth","10488","10488","Penumbra","Umbra",2146.338
25 Mar 2023 12:29:38.014,25 Mar 2023 12:29:46.403,8.388,"Earth","10489","10489","Penumbra","Umbra",2146.336
25 Mar 2023 12:29:46.403,25 Mar 2023 13:05:15.950,2129.548,"Earth","10489","10489","Umbra","Umbra",2146.336
25 Mar 2023 13:05:15.950,25 Mar 2023 13:05:24.350,8.400,"Earth","10489","10489","Penumbra","Umbra",2146.336
25 Mar 2023 14:03:50.761,25 Mar 2023 14:03:59.153,8.392,"Earth","10490","10490","Penumbra","Umbra",2146.336
25 Mar 2023 14:03:59.153,25 Mar 2023 14:39:28.699,2129.546,"Earth","10490","10490","Umbra","Umbra",2146.336
25 Mar 2023 14:39:28.699,25 Mar 2023 14:39:37.097,8.398,"Earth","10490","10490","Penumbra","Umbra",2146.336
25 Mar 2023 15:38:03.505,25 Mar 2023 15:38:11.899,8.394,"Earth","10491","10491","Penumbra","Umbra",2146.343
25 Mar 2023 15:38:11.899,25 Mar 2023 16:13:41.449,2129.550,"Earth","10491","10491","Umbra","Umbra",2146.343
25 Mar 2023 16:13:41.449,25 Mar 2023 16:13:49.848,8.400,"Earth","10491","10491","Penumbra","Umbra",2146.343
25 Mar 2023 17:12:16.254,25 Mar 2023 17:12:24.646,8.391,"Earth","10492","10492","Penumbra","Umbra",2146.342
25 Mar 2023 17:12:24.646,25 Mar 2023 17:47:54.193,2129.547,"Earth","10492","10492","Umbra","Umbra",2146.342
25 Mar 2023 17:47:54.193,25 Mar 2023 17:48:02.596,8.403,"Earth","10492","10492","Penumbra","Umbra",2146.342
25 Mar 2023 18:46:29.001,25 Mar 2023 18:46:37.392,8.391,"Earth","10493","10493","Penumbra","Umbra",2146.341
25 Mar 2023 18:46:37.392,25 Mar 2023 19:22:06.943,2129.551,"Earth","10493","10493","Umbra","Umbra",2146.341
25 Mar 2023 19:22:06.943,25 Mar 2023 19:22:15.342,8.399,"Earth","10493","10493","Penumbra","Umbra",2146.341
25 Mar 2023 20:20:41.747,25 Mar 2023 20:20:50.138,8.391,"Earth","10494","10494","Penumbra","Umbra",2146.340
25 Mar 2023 20:20:50.138,25 Mar 2023 20:56:19.688,2129.550,"Earth","10494","10494","Umbra","Umbra",2146.340
25 Mar 2023 20:56:19.688,25 Mar 2023 20:56:28.087,8.399,"Earth","10494","10494","Penumbra","Umbra",2146.340
25 Mar 2023 21:54:54.494,25 Mar 2023 21:55:02.884,8.391,"Earth","10495","10495","Penumbra","Umbra",2146.343
25 Mar 2023 21:55:02.884,25 Mar 2023 22:30:32.435,2129.551,"Earth","10495","10495","Umbra","Umbra",2146.343
25 Mar 2023 22:30:32.435,25 Mar 2023 22:30:40.837,8.402,"Earth","10495","10495","Penumbra","Umbra",2146.343
25 Mar 2023 23:29:07.237,25 Mar 2023 23:29:15.631,8.394,"Earth","10496","10496","Penumbra","Umbra",2146.348
25 Mar 2023 23:29:15.631,26 Mar 2023 00:04:45.183,2129.552,"Earth","10496","10496","Umbra","Umbra",2146.348
26 Mar 2023 00:04:45.183,26 Mar 2023 00:04:53.585,8.402,"Earth","10496","10496","Penumbra","Umbra",2146.348
26 Mar 2023 01:03:19.983,26 Mar 2023 01:03:28.377,8.394,"Earth","10497","10497","Penumbra","Umbra",2146.346
26 Mar 2023 01:03:28.377,26 Mar 2023 01:38:57.933,2129.556,"Earth","10497","10497","Umbra","Umbra",2146.346
26 Mar 2023 01:38:57.933,26 Mar 2023 01:39:06.329,8.396,"Earth","10497","10497","Penumbra","Umbra",2146.346
26 Mar 2023 02:37:32.733,26 Mar 2023 02:37:41.120,8.387,"Earth","10498","10498","Penumbra","Umbra",2146.346
26 Mar 2023 02:37:41.120,26 Mar 2023 03:13:10.677,2129.557,"Earth","10498","10498","Umbra","Umbra",2146.346
26 Mar 2023 03:13:10.677,26 Mar 2023 03:13:19.079,8.402,"Earth","10498","10498","Penumbra","Umbra",2146.346
26 Mar 2023 04:11:45.479,26 Mar 2023 04:11:53.866,8.387,"Earth","10499","10499","Penumbra","Umbra",2146.344
26 Mar 2023 04:11:53.866,26 Mar 2023 04:47:23.424,2129.558,"Earth","10499","10499","Umbra","Umbra",2146.344
26 Mar 2023 04:47:23.424,26 Mar 2023 04:47:31.823,8.399,"Earth","10499","10499","Penumbra","Umbra",2146.344
26 Mar 2023 05:45:58.222,26 Mar 2023 05:46:06.615,8.393,"Earth","10500","10500","Penumbra","Umbra",2146.348
26 Mar 2023 05:46:06.615,26 Mar 2023 06:21:36.171,2129.557,"Earth","10500","10500","Umbra","Umbra",2146.348
26 Mar 2023 06:21:36.171,26 Mar 2023 06:21:44.570,8.399,"Earth","10500","10500","Penumbra","Umbra",2146.348
26 Mar 2023 07:20:10.968,26 Mar 2023 07:20:19.360,8.392,"Earth","10501","10501","Penumbra","Umbra",2146.352
26 Mar 2023 07:20:19.360,26 Mar 2023 07:55:48.922,2129.562,"Earth","10501","10501","Umbra","Umbra",2146.352
26 Mar 2023 07:55:48.922,26 Mar 2023 07:55:57.321,8.399,"Earth","10501","10501","Penumbra","Umbra",2146.352
26 Mar 2023 08:54:23.717,26 Mar 2023 08:54:32.106,8.389,"Earth","10502","10502","Penumbra","Umbra",2146.347
26 Mar 2023 08:54:32.106,26 Mar 2023 09:30:01.668,2129.562,"Earth","10502","10502","Umbra","Umbra",2146.347
26 Mar 2023 09:30:01.668,26 Mar 2023 09:30:10.064,8.396,"Earth","10502","10502","Penumbra","Umbra",2146.347
26 Mar 2023 10:28:36.460,26 Mar 2023 10:28:44.851,8.391,"Earth","10503","10503","Penumbra","Umbra",2146.351
26 Mar 2023 10:28:44.851,26 Mar 2023 11:04:14.412,2129.562,"Earth","10503","10503","Umbra","Umbra",2146.351
26 Mar 2023 11:04:14.412,26 Mar 2023 11:04:22.811,8.398,"Earth","10503","10503","Penumbra","Umbra",2146.351
26 Mar 2023 12:02:49.209,26 Mar 2023 12:02:57.598,8.389,"Earth","10504","10504","Penumbra","Umbra",2146.351
26 Mar 2023 12:02:57.598,26 Mar 2023 12:38:27.162,2129.564,"Earth","10504","10504","Umbra","Umbra",2146.351
26 Mar 2023 12:38:27.162,26 Mar 2023 12:38:35.560,8.398,"Earth","10504","10504","Penumbra","Umbra",2146.351
26 Mar 2023 13:37:01.955,26 Mar 2023 13:37:10.343,8.389,"Earth","10505","10505","Penumbra","Umbra",2146.350
26 Mar 2023 13:37:10.343,26 Mar 2023 14:12:39.906,2129.563,"Earth","10505","10505","Umbra","Umbra",2146.350
26 Mar 2023 14:12:39.906,26 Mar 2023 14:12:48.304,8.398,"Earth","10505","10505","Penumbra","Umbra",2146.350
26 Mar 2023 15:11:14.701,26 Mar 2023 15:11:23.089,8.388,"Earth","10506","10506","Penumbra","Umbra",2146.350
26 Mar 2023 15:11:23.089,26 Mar 2023 15:46:52.653,2129.564,"Earth","10506","10506","Umbra","Umbra",2146.350
26 Mar 2023 15:46:52.653,26 Mar 2023 15:47:01.051,8.398,"Earth","10506","10506","Penumbra","Umbra",2146.350
26 Mar 2023 16:45:27.447,26 Mar 2023 16:45:35.835,8.388,"Earth","10507","10507","Penumbra","Umbra",2146.354
26 Mar 2023 16:45:35.835,26 Mar 2023 17:21:05.400,2129.565,"Earth","10507","10507","Umbra","Umbra",2146.354
26 Mar 2023 17:21:05.400,26 Mar 2023 17:21:13.800,8.400,"Earth","10507","10507","Penumbra","Umbra",2146.354
26 Mar 2023 18:19:40.192,26 Mar 2023 18:19:48.580,8.388,"Earth","10508","10508","Penumbra","Umbra",2146.352
26 Mar 2023 18:19:48.580,26 Mar 2023 18:55:18.147,2129.567,"Earth","10508","10508","Umbra","Umbra",2146.352
26 Mar 2023 18:55:18.147,26 Mar 2023 18:55:26.544,8.398,"Earth","10508","10508","Penumbra","Umbra",2146.352
26 Mar 2023 19:53:52.938,26 Mar 2023 19:54:01.323,8.385,"Earth","10509","10509","Penumbra","Umbra",2146.353
26 Mar 2023 19:54:01.323,26 Mar 2023 20:29:30.893,2129.571,"Earth","10509","10509","Umbra","Umbra",2146.353
26 Mar 2023 20:29:30.893,26 Mar 2023 20:29:39.291,8.398,"Earth","10509","10509","Penumbra","Umbra",2146.353
26 Mar 2023 21:28:05.682,26 Mar 2023 21:28:14.068,8.385,"Earth","10510","10510","Penumbra","Umbra",2146.355
26 Mar 2023 21:28:14.068,26 Mar 2023 22:03:43.640,2129.572,"Earth","10510","10510","Umbra","Umbra",2146.355
26 Mar 2023 22:03:43.640,26 Mar 2023 22:03:52.038,8.398,"Earth","10510","10510","Penumbra","Umbra",2146.355
26 Mar 2023 23:02:18.428,26 Mar 2023 23:02:26.815,8.387,"Earth","10511","10511","Penumbra","Umbra",2146.356
26 Mar 2023 23:02:26.815,26 Mar 2023 23:37:56.386,2129.571,"Earth","10511","10511","Umbra","Umbra",2146.356
26 Mar 2023 23:37:56.386,26 Mar 2023 23:38:04.784,8.398,"Earth","10511","10511","Penumbra","Umbra",2146.356
27 Mar 2023 00:36:31.175,27 Mar 2023 00:36:39.561,8.386,"Earth","10512","10512","Penumbra","Umbra",2146.356
27 Mar 2023 00:36:39.561,27 Mar 2023 01:12:09.133,2129.572,"Earth","10512","10512","Umbra","Umbra",2146.356
27 Mar 2023 01:12:09.133,27 Mar 2023 01:12:17.530,8.397,"Earth","10512","10512","Penumbra","Umbra",2146.356
27 Mar 2023 02:10:43.917,27 Mar 2023 02:10:52.306,8.388,"Earth","10513","10513","Penumbra","Umbra",2146.360
27 Mar 2023 02:10:52.306,27 Mar 2023 02:46:21.879,2129.574,"Earth","10513","10513","Umbra","Umbra",2146.360
27 Mar 2023 02:46:21.879,27 Mar 2023 02:46:30.277,8.397,"Earth","10513","10513","Penumbra","Umbra",2146.360
27 Mar 2023 03:44:56.662,27 Mar 2023 03:45:05.051,8.389,"Earth","10514","10514","Penumbra","Umbra",2146.361
27 Mar 2023 03:45:05.051,27 Mar 2023 04:20:34.626,2129.575,"Earth","10514","10514","Umbra","Umbra",2146.361
27 Mar 2023 04:20:34.626,27 Mar 2023 04:20:43.023,8.397,"Earth","10514","10514","Penumbra","Umbra",2146.361
27 Mar 2023 05:19:09.409,27 Mar 2023 05:19:17.796,8.386,"Earth","10515","10515","Penumbra","Umbra",2146.360
27 Mar 2023 05:19:17.796,27 Mar 2023 05:54:47.372,2129.577,"Earth","10515","10515","Umbra","Umbra",2146.360
27 Mar 2023 05:54:47.372,27 Mar 2023 05:54:55.769,8.397,"Earth","10515","10515","Penumbra","Umbra",2146.360
27 Mar 2023 06:53:22.152,27 Mar 2023 06:53:30.539,8.386,"Earth","10516","10516","Penumbra","Umbra",2146.363
27 Mar 2023 06:53:30.539,27 Mar 2023 07:29:00.118,2129.580,"Earth","10516","10516","Umbra","Umbra",2146.363
27 Mar 2023 07:29:00.118,27 Mar 2023 07:29:08.515,8.397,"Earth","10516","10516","Penumbra","Umbra",2146.363
27 Mar 2023 08:27:34.900,27 Mar 2023 08:27:43.285,8.386,"Earth","10517","10517","Penumbra","Umbra",2146.362
27 Mar 2023 08:27:43.285,27 Mar 2023 09:03:12.865,2129.579,"Earth","10517","10517","Umbra","Umbra",2146.362
27 Mar 2023 09:03:12.865,27 Mar 2023 09:03:21.262,8.397,"Earth","10517","10517","Penumbra","Umbra",2146.362
27 Mar 2023 10:01:47.644,27 Mar 2023 10:01:56.030,8.386,"Earth","10518","10518","Penumbra","Umbra",2146.363
27 Mar 2023 10:01:56.030,27 Mar 2023 10:37:25.611,2129.581,"Earth","10518","10518","Umbra","Umbra",2146.363
27 Mar 2023 10:37:25.611,27 Mar 2023 10:37:34.008,8.397,"Earth","10518","10518","Penumbra","Umbra",2146.363
27 Mar 2023 11:36:00.389,27 Mar 2023 11:36:08.777,8.388,"Earth","10519","10519","Penumbra","Umbra",2146.364
27 Mar 2023 11:36:08.777,27 Mar 2023 12:11:38.357,2129.580,"Earth","10519","10519","Umbra","Umbra",2146.364
27 Mar 2023 12:11:38.357,27 Mar 2023 12:11:46.754,8.397,"Earth","10519","10519","Penumbra","Umbra",2146.364
27 Mar 2023 13:10:13.136,27 Mar 2023 13:10:21.521,8.385,"Earth","10520","10520","Penumbra","Umbra",2146.364
27 Mar 2023 13:10:21.521,27 Mar 2023 13:45:51.103,2129.582,"Earth","10520","10520","Umbra","Umbra",2146.364
27 Mar 2023 13:45:51.103,27 Mar 2023 13:45:59.500,8.397,"Earth","10520","10520","Penumbra","Umbra",2146.364
27 Mar 2023 14:44:25.881,27 Mar 2023 14:44:34.266,8.385,"Earth","10521","10521","Penumbra","Umbra",2146.365
27 Mar 2023 14:44:34.266,27 Mar 2023 15:20:03.849,2129.583,"Earth","10521","10521","Umbra","Umbra",2146.365
27 Mar 2023 15:20:03.849,27 Mar 2023 15:20:12.246,8.397,"Earth","10521","10521","Penumbra","Umbra",2146.365
27 Mar 2023 16:18:38.626,27 Mar 2023 16:18:47.010,8.385,"Earth","10522","10522","Penumbra","Umbra",2146.366
27 Mar 2023 16:18:47.010,27 Mar 2023 16:54:16.595,2129.585,"Earth","10522","10522","Umbra","Umbra",2146.366
27 Mar 2023 16:54:16.595,27 Mar 2023 16:54:24.991,8.396,"Earth","10522","10522","Penumbra","Umbra",2146.366
27 Mar 2023 17:52:51.369,27 Mar 2023 17:52:59.753,8.384,"Earth","10523","10523","Penumbra","Umbra",2146.369
27 Mar 2023 17:52:59.753,27 Mar 2023 18:28:29.341,2129.588,"Earth","10523","10523","Umbra","Umbra",2146.369
27 Mar 2023 18:28:29.341,27 Mar 2023 18:28:37.737,8.396,"Earth","10523","10523","Penumbra","Umbra",2146.369
27 Mar 2023 19:27:04.115,27 Mar 2023 19:27:12.497,8.382,"Earth","10524","10524","Penumbra","Umbra",2146.368
27 Mar 2023 19:27:12.497,27 Mar 2023 20:02:42.087,2129.589,"Earth","10524","10524","Umbra","Umbra",2146.368
27 Mar 2023 20:02:42.087,27 Mar 2023 20:02:50.483,8.396,"Earth","10524","10524","Penumbra","Umbra",2146.368
27 Mar 2023 21:01:16.860,27 Mar 2023 21:01:25.242,8.382,"Earth","10525","10525","Penumbra","Umbra",2146.369
27 Mar 2023 21:01:25.242,27 Mar 2023 21:36:54.832,2129.591,"Earth","10525","10525","Umbra","Umbra",2146.369
27 Mar 2023 21:36:54.832,27 Mar 2023 21:37:03.229,8.396,"Earth","10525","10525","Penumbra","Umbra",2146.369
27 Mar 2023 22:35:29.602,27 Mar 2023 22:35:37.988,8.386,"Earth","10526","10526","Penumbra","Umbra",2146.372
27 Mar 2023 22:35:37.988,27 Mar 2023 23:11:07.578,2129.590,"Earth","10526","10526","Umbra","Umbra",2146.372
27 Mar 2023 23:11:07.578,27 Mar 2023 23:11:15.974,8.396,"Earth","10526","10526","Penumbra","Umbra",2146.372
28 Mar 2023 00:09:42.346,28 Mar 2023 00:09:50.730,8.384,"Earth","10527","10527","Penumbra","Umbra",2146.373
28 Mar 2023 00:09:50.730,28 Mar 2023 00:45:20.324,2129.594,"Earth","10527","10527","Umbra","Umbra",2146.373
28 Mar 2023 00:45:20.324,28 Mar 2023 00:45:28.720,8.396,"Earth","10527","10527","Penumbra","Umbra",2146.373
28 Mar 2023 01:43:55.093,28 Mar 2023 01:44:03.474,8.381,"Earth","10528","10528","Penumbra","Umbra",2146.372
28 Mar 2023 01:44:03.474,28 Mar 2023 02:19:33.069,2129.595,"Earth","10528","10528","Umbra","Umbra",2146.372
