"Access","Start Time (UTCG)","Stop Time (UTCG)","Duration (sec)"
80,11 Mar 2023 02:58:02.280,11 Mar 2023 03:01:37.463,215.183
81,11 Mar 2023 04:31:16.884,11 Mar 2023 04:34:25.915,189.031
82,11 Mar 2023 06:04:10.682,11 Mar 2023 06:07:28.832,198.149
83,11 Mar 2023 07:37:02.294,11 Mar 2023 07:40:50.416,228.123
84,11 Mar 2023 09:10:27.284,11 Mar 2023 09:14:15.200,227.916
85,11 Mar 2023 10:45:12.223,11 Mar 2023 10:47:11.541,119.319
86,11 Mar 2023 23:24:48.680,11 Mar 2023 23:27:22.660,153.981
87,12 Mar 2023 00:57:55.533,12 Mar 2023 01:01:47.857,232.324
88,12 Mar 2023 02:31:21.070,12 Mar 2023 02:35:04.926,223.856
89,12 Mar 2023 04:04:40.477,12 Mar 2023 04:07:54.526,194.048
90,12 Mar 2023 05:37:39.814,12 Mar 2023 05:40:51.358,191.545
91,12 Mar 2023 07:10:28.564,12 Mar 2023 07:14:08.866,220.302
92,12 Mar 2023 08:43:40.374,12 Mar 2023 08:47:34.605,234.231
93,12 Mar 2023 10:17:53.762,12 Mar 2023 10:20:46.598,172.835
94,12 Mar 2023 22:58:33.107,12 Mar 2023 22:59:52.729,79.622
95,13 Mar 2023 00:31:15.511,13 Mar 2023 00:34:58.602,223.091
96,13 Mar 2023 02:04:39.351,13 Mar 2023 02:08:30.125,230.774
97,13 Mar 2023 03:38:02.268,13 Mar 2023 03:41:23.874,201.605
98,13 Mar 2023 05:11:07.901,13 Mar 2023 05:14:15.764,187.863
99,13 Mar 2023 06:43:56.741,13 Mar 2023 06:47:27.992,211.251
100,13 Mar 2023 08:16:58.276,13 Mar 2023 08:20:53.132,234.856
101,13 Mar 2023 09:50:49.034,13 Mar 2023 09:54:12.736,203.702
102,14 Mar 2023 00:04:37.525,14 Mar 2023 00:08:02.951,205.427
103,14 Mar 2023 01:37:57.522,14 Mar 2023 01:41:52.242,234.721
104,14 Mar 2023 03:11:22.567,14 Mar 2023 03:14:53.131,210.564
